үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:,Код:,location:
185000000.00,"УБ — Баянгол, Модны 2",Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,66.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
181000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Төмөр,40.0 м²,11,Банкны лизингтэй,2,Ашиглалтад орсон,,,
144560000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2024,Байгаа,Вакум,16,Төмөр,55.6 м²,14,Лизинггүй,4,Ашиглалтад ороогүй,,,
677000000.00,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,2 тагттай,2024,Байгаа,Вакум,15,Бүргэд,128.0 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,,,
105000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,40.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
178000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,2 тагттай,1999,Байхгүй,Вакум,9,Бүргэд,40.0 м²,9,Лизинггүй,4,Ашиглалтад орсон,,,
78000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 42",Паркет,Тагтгүй,2013,Байхгүй,Вакум,6,Бүргэд,33.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
235000000.00,"УБ — Баянгол, Баянгол, Хороо 23",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,63.46 м²,14,Лизинггүй,3,Ашиглалтад орсон,,,
125000000.00,"УБ — Баянзүрх, Офицер",Паркет,Тагтгүй,2014,Байхгүй,Вакум,12,Бүргэд,40.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
2700000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,54.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,,,
4250000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2025,Байгаа,Вакум,25,Бүргэд,94.7 м²,12,Лизинггүй,4,Ашиглалтад ороогүй,,,
318000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,78.0 м²,7,Лизинггүй,4,Ашиглалтад орсон,,,
149000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 29",Паркет,Тагтгүй,2024,Байхгүй,Вакум,16,Төмөр,53.18 м²,12,Банкны лизингтэй,2,Ашиглалтад орсон,,,
4200000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байгаа,Вакум,25,Бүргэд,105.92 м²,8,Лизинггүй,6,Ашиглалтад ороогүй,,,
7500000.00,"УБ — Хан-Уул, Хүннү",Паркет,1 тагттай,2023,Байгаа,Вакум,24,Бүргэд,123.0 м²,22,Лизинггүй,4,Ашиглалтад орсон,,,
277400000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,73.0 м²,2,Лизинггүй,5,Ашиглалтад орсон,,,
200620000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2020,Байхгүй,Вакум,6,Төмөр,71.65 м²,2,Лизинггүй,3,Ашиглалтад орсон,,,
127175000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Вакум,50.87 м²,7,Банкны лизингтэй,3,Ашиглалтад ороогүй,,,
58500000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2025,Байгаа,Вакум,16,Бүргэд,30.0 м²,8,Хувь лизингтэй,1,Ашиглалтад ороогүй,,,
205000000.00,"УБ — Баянгол, Алтай хотхон",Паркет,1 тагттай,2021,Байхгүй,Вакум,3,Бүргэд,60.3 м²,3,Банкны лизингтэй,3,Ашиглалтад орсон,,,
530000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2020,Байхгүй,Вакум,14,Төмөр,106.0 м²,9,Лизинггүй,4,Ашиглалтад орсон,,,
1100000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Төмөр,158.0 м²,1,Лизинггүй,5,Ашиглалтад орсон,,,
936000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2017,Байхгүй,Вакум,7,Төмөр,117.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
5500000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Төмөр,150.0 м²,13,Лизинггүй,6,Ашиглалтад орсон,,,
3850000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,65.0 м²,7,Банкны лизингтэй,4,Ашиглалтад орсон,,,
135000000.00,"УБ — Хан-Уул, Мишээл",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,44.0 м²,11,Лизинггүй,2,Ашиглалтад орсон,,,
256000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,64.0 м²,8,Лизинггүй,2,Ашиглалтад орсон,,,
250000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2013,Байхгүй,Вакум,6,Бүргэд,65.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,,,
230000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,65.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
220000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,65.0 м²,13,Лизинггүй,3,Ашиглалтад орсон,,,
125000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2012,Байхгүй,Вакум,13,Төмөр,36.7 м²,12,Лизинггүй,2,Ашиглалтад орсон,,,
2600000.00,"УБ — Баянзүрх, 15-р хороолол",Паркет,1 тагттай,2011,Байхгүй,Вакум,6,Бүргэд,42.63 м²,6,Лизинггүй,3,Ашиглалтад орсон,,,
352000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2014,Байхгүй,Вакум,15,Төмөр вакум,125.89 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
340000000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Төмөр,99.0 м²,3,Банкны лизингтэй,3,Ашиглалтад орсон,,,
230000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,57.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
165000000.00,"УБ — Хан-Уул, Цэлмэг хотхон",Ламинат,1 тагттай,2009,Байгаа,Төмөр вакум,5,Бүргэд,45.2 м²,3,Лизинггүй,2,Ашиглалтад орсон,,,
3360000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байгаа,Вакум,5,Бүргэд,73.0 м²,1,Лизинггүй,4,Ашиглалтад ороогүй,,,
168450000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,56.15 м²,4,Банкны лизингтэй,2,Ашиглалтад орсон,,,
230000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,67.84 м²,6,Лизинггүй,4,Ашиглалтад орсон,,,
3500000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр вакум,57.23 м²,16,Лизинггүй,3,Ашиглалтад орсон,,,
127000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,41.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
135000000.00,"УБ — Баянгол, Алтай хотхон",Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,44.72 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
210000000.00,"УБ — Хан-Уул, Буянт Ухаа хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,13,Бүргэд,77.88 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
172000000.00,"УБ — Сүхбаатар, 100 айл",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,53.73 м²,2,Лизинггүй,2,Ашиглалтад ороогүй,,,
815000000.00,"УБ — Сүхбаатар, Сүхбаатарын талбай",Паркет,2 тагттай,2005,Байгаа,Вакум,5,Төмөр,160.0 м²,5,Банкны лизингтэй,8,Ашиглалтад орсон,,,
625000000.00,"УБ — Хан-Уул, Хүннү",Мод,2 тагттай,2023,Байхгүй,Вакум,23,Төмөр,95.86 м²,8,Банкны лизингтэй,5,Ашиглалтад орсон,,,
235000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,2023,Байхгүй,Вакум,9,Төмөр,78.36 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,,,
815000000.00,"УБ — Сүхбаатар, Сүхбаатарын талбай",Паркет,2 тагттай,2014,Байгаа,Вакум,5,Төмөр,160.0 м²,5,Банкны лизингтэй,8,Ашиглалтад орсон,,,
239500000.00,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,1 тагттай,2023,Байхгүй,Вакум,15,Төмөр,77.25 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
206000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,Тагтгүй,2015,Байгаа,Вакум,4,Бүргэд,78.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,,,
680000000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2009,Байгаа,Вакум,6,Төмөр,160.0 м²,1,Банкны лизингтэй,5,Ашиглалтад орсон,,,
120000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,43.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,,,
5300000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,91.21 м²,14,Лизинггүй,3,Ашиглалтад орсон,,,
480000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2024,Байгаа,Вакум,22,Төмөр,86.41 м²,20,Лизинггүй,4,Ашиглалтад орсон,,,
320000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,66.85 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
3500000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр,72.67 м²,10,Банкны лизингтэй,3,Ашиглалтад орсон,,,
567000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Вакум,132.0 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,,,
560000000.00,"УБ — Хан-Уул, Нархан хотхон",Паркет,1 тагттай,2010,Байгаа,Вакум,5,Төмөр,189.5 м²,4,Банкны лизингтэй,6,Ашиглалтад орсон,,,
270000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Төмөр,88.61 м²,4,Лизинггүй,4,Ашиглалтад орсон,,,
3000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,37.01 м²,7,Лизинггүй,2,Ашиглалтад ороогүй,,,
223000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,7,Бүргэд,69.57 м²,7,Хувь лизингтэй,3,Ашиглалтад орсон,,,
220500000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,63.0 м²,15,Лизинггүй,3,Ашиглалтад орсон,,,
120000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.99 м²,7,Лизинггүй,3,Ашиглалтад ороогүй,,,
118000000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2013,Байхгүй,Вакум,10,Бүргэд,38.0 м²,8,Лизинггүй,2,Ашиглалтад орсон,,,
135000000.00,"УБ — Баянгол, Алтай хотхон",Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,45.0 м²,2,Банкны лизингтэй,2,Ашиглалтад орсон,,,
215000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,Тагтгүй,2021,Байхгүй,Вакум,16,Бүргэд,58.74 м²,8,Лизинггүй,2,Ашиглалтад орсон,,,
430000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1 тагттай,2022,Байхгүй,Вакум,25,Төмөр вакум,70.0 м²,18,Лизинггүй,3,Ашиглалтад орсон,,,
550000000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2023,Байгаа,Вакум,10,Бүргэд,120.0 м²,8,Лизинггүй,6,Ашиглалтад орсон,,,
3200000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 2",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,78.36 м²,6,Лизинггүй,3,Ашиглалтад орсон,,,
154425000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 32",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,61.77 м²,14,Лизинггүй,3,Ашиглалтад орсон,,,
400000000.00,"УБ — Баянгол, Баянгол, Хороо 17",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,75.3 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
380000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,Тагтгүй,2017,Байхгүй,Вакум,10,Бүргэд,82.61 м²,3,Лизинггүй,4,Ашиглалтад орсон,,,
900000000.00,"УБ — Баянгол, Баянгол, Хороо 17",Паркет,2 тагттай,2019,Байхгүй,Вакум,15,Бүргэд,120.0 м²,12,Лизинггүй,6,Ашиглалтад орсон,,,
